voisins,Search,Voisin1,Voisin2,Voisin3,Voisin4,Voisin5,movieId,imdbId
"[12064, 11509, 14837, 13352, 15027, 11523]",12064,11509,14837,13352,15027,11523,105869,1311071
"[12065, 15009, 11936, 14505, 12089, 14837]",12065,15009,11936,14505,12089,14837,105911,2343617
"[12066, 12352, 11927, 11057, 13398, 14138]",12066,12352,11927,11057,13398,14138,105943,2357788
"[12067, 6707, 9517, 8160, 10542, 9531]",12067,6707,9517,8160,10542,9531,105945,283090
"[12068, 14837, 13300, 11509, 14208, 13812]",12068,14837,13300,11509,14208,13812,105954,2017038
"[12069, 14908, 14393, 14052, 14594, 14425]",12069,14908,14393,14052,14594,14425,105965,1930546
"[12070, 14908, 10747, 15356, 14499, 15255]",12070,14908,10747,15356,14499,15255,105972,1319722
"[12071, 14478, 14208, 12627, 15554, 10570]",12071,14478,14208,12627,15554,10570,106002,1731141
"[12072, 14404, 14968, 14251, 13877, 14719]",12072,14404,14968,14251,13877,14719,106030,1709143
"[12073, 11509, 13586, 14837, 13360, 15358]",12073,11509,13586,14837,13360,15358,106054,2691722
"[12074, 10336, 11407, 9948, 7996, 9563]",12074,10336,11407,9948,7996,9563,106059,825244
"[12075, 14052, 14393, 15356, 14499, 15255]",12075,14052,14393,15356,14499,15255,106062,3063516
"[12076, 15316, 10455, 11793, 12434, 14196]",12076,15316,10455,11793,12434,14196,106072,1981115
"[12077, 13648, 14668, 12093, 15535, 6446]",12077,13648,14668,12093,15535,6446,106094,366526
"[12078, 14837, 14370, 12747, 12419, 13300]",12078,14837,14370,12747,12419,13300,106100,790636
"[12079, 15356, 14499, 15255, 14908, 15132]",12079,15356,14499,15255,14908,15132,106138,1381418
"[12080, 14837, 12916, 14506, 15009, 12089]",12080,14837,12916,14506,15009,12089,106144,2304426
"[12081, 10336, 13349, 8796, 14461, 14657]",12081,10336,13349,8796,14461,14657,106147,1275590
"[12082, 14216, 14253, 14697, 4393, 15009]",12082,14216,14253,14697,4393,15009,106163,2852400
"[12083, 11543, 11737, 12352, 13110, 11927]",12083,11543,11737,12352,13110,11927,106165,2263058
"[12084, 14253, 14269, 14411, 15009, 13585]",12084,14253,14269,14411,15009,13585,106195,1894476
"[12085, 14052, 15356, 14499, 14393, 15255]",12085,14052,15356,14499,14393,15255,106197,1698648
"[12086, 11068, 14208, 11509, 14593, 15027]",12086,11068,14208,11509,14593,15027,106200,2094018
"[12087, 13004, 11509, 14505, 14837, 13963]",12087,13004,11509,14505,14837,13963,106204,2299842
"[12088, 14718, 14295, 10920, 14968, 12089]",12088,14718,14295,10920,14968,12089,106210,1835955
"[12089, 15009, 10579, 14837, 14208, 11509]",12089,15009,10579,14837,14208,11509,106226,1726888
"[12090, 14617, 13668, 14565, 12273, 12352]",12090,14617,13668,14565,12273,12352,106236,2204371
"[12091, 11068, 14593, 12858, 12851, 15027]",12091,11068,14593,12858,12851,15027,106238,2093944
"[12092, 14594, 15251, 13593, 3964, 13937]",12092,14594,15251,13593,3964,13937,106240,1621039
"[12093, 12077, 8615, 12057, 13916, 13633]",12093,12077,8615,12057,13916,13633,106243,314111
"[12094, 11509, 12335, 14837, 13816, 15027]",12094,11509,12335,14837,13816,15027,106254,1456060
"[12095, 14025, 6989, 9432, 11885, 4093]",12095,14025,6989,9432,11885,4093,106302,387596
"[12096, 14908, 14499, 15255, 15356, 13975]",12096,14908,14499,15255,15356,13975,106330,1204975
"[12097, 13398, 13187, 14529, 11081, 11561]",12097,13398,13187,14529,11081,11561,106332,2492916
"[12098, 13356, 13107, 14594, 12832, 15074]",12098,13356,13107,14594,12832,15074,106344,2403029
"[12099, 14251, 14404, 14719, 14593, 12858]",12099,14251,14404,14719,14593,12858,106369,1727358
"[12100, 13849, 8778, 11068, 15516, 14251]",12100,13849,8778,11068,15516,14251,106374,1757769
"[12101, 15421, 12089, 11200, 15009, 11936]",12101,15421,12089,11200,15009,11936,106417,1796406
"[12102, 12669, 10634, 14837, 14370, 14505]",12102,12669,10634,14837,14370,14505,106438,2431286
"[12103, 14837, 12890, 11509, 14208, 14536]",12103,14837,12890,11509,14208,14536,106441,816442
"[12104, 14908, 14499, 15356, 14208, 15255]",12104,14908,14499,15356,14208,15255,106443,2083355
"[12105, 14454, 12026, 14837, 14536, 11936]",12105,14454,12026,14837,14536,11936,106452,2718492
"[12106, 14668, 9119, 12908, 6527, 11810]",12106,14668,9119,12908,6527,11810,106471,1485763
"[12107, 14537, 12106, 11810, 11870, 13855]",12107,14537,12106,11810,11870,13855,106473,2375379
"[12108, 12894, 10860, 13719, 14196, 13173]",12108,12894,10860,13719,14196,13173,106487,1951264
"[12109, 13023, 11456, 4178, 5020, 3505]",12109,13023,11456,4178,5020,3505,106489,1170358
"[12110, 11905, 15585, 14208, 13812, 11509]",12110,11905,15585,14208,13812,11509,106491,1335975
"[12111, 14608, 11068, 10874, 15610, 11569]",12111,14608,11068,10874,15610,11569,106501,1359553
"[12112, 14148, 11068, 12966, 14593, 12858]",12112,14148,11068,12966,14593,12858,106508,1905040
"[12113, 14908, 15356, 15126, 14499, 14052]",12113,14908,15356,15126,14499,14052,106540,2387559
"[12114, 14908, 14499, 15255, 13812, 15356]",12114,14908,14499,15255,13812,15356,106542,1196948
"[12115, 13813, 12124, 9113, 9517, 12045]",12115,13813,12124,9113,9517,12045,106559,974977
"[12116, 7555, 12275, 14594, 12612, 12588]",12116,7555,12275,14594,12612,12588,106561,1029231
"[12117, 7393, 10583, 11370, 7551, 10520]",12117,7393,10583,11370,7551,10520,106583,40155
"[12118, 14042, 15083, 13586, 14837, 12970]",12118,14042,15083,13586,14837,12970,106624,1396226
"[12119, 11509, 14052, 15152, 12089, 12021]",12119,11509,14052,15152,12089,12021,106646,1386683
"[12120, 10708, 11509, 14303, 6520, 15027]",12120,10708,11509,14303,6520,15027,106648,1743724
"[12121, 14052, 14968, 12352, 14303, 13688]",12121,14052,14968,12352,14303,13688,106684,1592292
"[12122, 14657, 14052, 15520, 14641, 13504]",12122,14657,14052,15520,14641,13504,106727,2853614
"[12123, 14908, 15356, 13085, 14499, 15610]",12123,14908,15356,13085,14499,15610,106734,2168854
"[12124, 9113, 12045, 14593, 9517, 14148]",12124,9113,12045,14593,9517,14148,106739,1129441
"[12125, 15255, 14499, 14908, 10439, 15356]",12125,15255,14499,14908,10439,15356,106749,1838603
"[12126, 14227, 13422, 13505, 15554, 11810]",12126,14227,13422,13505,15554,11810,106762,1703049
"[12127, 14837, 14895, 9352, 14138, 15514]",12127,14837,14895,9352,14138,15514,106766,2042568
"[12128, 15277, 7696, 4205, 9613, 10932]",12128,15277,7696,4205,9613,10932,106782,993846
"[12129, 11509, 13042, 11433, 12094, 14334]",12129,11509,13042,11433,12094,14334,106785,2312718
"[12130, 11922, 11608, 14370, 14036, 15195]",12130,11922,11608,14370,14036,15195,106839,2304771
"[12131, 14837, 13530, 11509, 14208, 13812]",12131,14837,13530,11509,14208,13812,106841,1322269
"[12132, 12291, 10952, 11710, 9498, 13196]",12132,12291,10952,11710,9498,13196,106848,59080
"[12133, 12146, 12134, 12162, 12161, 11916]",12133,12146,12134,12162,12161,11916,106850,56714
"[12134, 12161, 12162, 12133, 12146, 12164]",12134,12161,12162,12133,12146,12164,106852,200309
"[12135, 13938, 11936, 14505, 13332, 14454]",12135,13938,11936,14505,13332,14454,106861,2976920
"[12136, 14593, 12091, 12858, 15027, 11509]",12136,14593,12091,12858,15027,11509,106868,1510686
"[12137, 14425, 15074, 13836, 14593, 12683]",12137,14425,15074,13836,14593,12683,106870,2231554
"[12138, 10316, 9249, 6390, 9115, 15466]",12138,10316,9249,6390,9115,15466,106873,860907
"[12139, 14968, 14593, 12858, 14436, 11733]",12139,14968,14593,12858,14436,11733,106881,2224004
"[12140, 14908, 15074, 14393, 12050, 14425]",12140,14908,15074,14393,12050,14425,106883,1462901
"[12141, 14690, 11561, 12967, 10582, 10487]",12141,14690,11561,12967,10582,10487,106889,3089388
"[12142, 9747, 9621, 8494, 4465, 8555]",12142,9747,9621,8494,4465,8555,106895,1261900
"[12143, 11509, 11385, 10167, 14837, 15125]",12143,11509,11385,10167,14837,15125,106916,1800241
"[12144, 14837, 14253, 14697, 13352, 11509]",12144,14837,14253,14697,13352,11509,106920,1798709
"[12145, 12146, 12155, 12164, 12174, 12162]",12145,12146,12155,12164,12174,12162,106922,57503
"[12146, 12145, 12133, 12155, 12164, 12174]",12146,12145,12133,12155,12164,12174,106924,57715
"[12147, 13914, 8615, 13729, 6520, 8131]",12147,13914,8615,13729,6520,8131,106927,1381512
"[12148, 14904, 12942, 14505, 11936, 13332]",12148,14904,12942,14505,11936,13332,106983,2752200
"[12149, 13618, 14649, 13839, 13518, 13921]",12149,13618,14649,13839,13518,13921,107002,2359427
"[12150, 13085, 14908, 13279, 13035, 14393]",12150,13085,14908,13279,13035,14393,107004,2201221
"[12151, 11068, 12858, 13453, 11037, 12966]",12151,11068,12858,13453,11037,12966,107017,2071550
"[12152, 4303, 15245, 13907, 14593, 14530]",12152,4303,15245,13907,14593,14530,107020,94962
"[12153, 11713, 10793, 14185, 11849, 13398]",12153,11713,10793,14185,11849,13398,107052,1785612
"[12154, 15033, 14837, 11887, 12614, 12747]",12154,15033,14837,11887,12614,12747,107069,1091191
"[12155, 12164, 12145, 12174, 12146, 12162]",12155,12164,12145,12174,12146,12162,107081,57714
"[12156, 12518, 15255, 14908, 14499, 14680]",12156,12518,15255,14908,14499,14680,107083,2235902
"[12157, 14370, 13300, 12089, 12890, 12830]",12157,14370,13300,12089,12890,12830,107085,1571401
"[12158, 14425, 13836, 15445, 12261, 14593]",12158,14425,13836,15445,12261,14593,107102,1727523
"[12159, 9891, 15533, 13618, 12526, 10354]",12159,9891,15533,13618,12526,10354,107117,1638364
"[12160, 14370, 14837, 11926, 13992, 12419]",12160,14370,14837,11926,13992,12419,107141,2140373
"[12161, 12162, 12134, 12174, 12133, 12145]",12161,12162,12134,12174,12133,12145,107159,130377
"[12162, 12161, 12134, 12174, 12133, 12164]",12162,12161,12134,12174,12133,12164,107161,191664
"[12163, 6123, 10043, 6782, 5457, 2256]",12163,6123,10043,6782,5457,2256,107185,74226
"[12164, 12155, 12145, 12162, 12146, 12174]",12164,12155,12145,12162,12146,12174,107188,164984
"[12165, 11737, 12352, 14816, 13398, 15480]",12165,11737,12352,14816,13398,15480,107196,1817287
"[12166, 11068, 14608, 12423, 15038, 15610]",12166,11068,14608,12423,15038,15610,107209,2198241
"[12167, 14208, 11509, 14837, 11068, 14295]",12167,14208,11509,14837,11068,14295,107213,1838520
"[12168, 4016, 3939, 12152, 9498, 13907]",12168,4016,3939,12152,9498,13907,107232,87998
"[12169, 12170, 9119, 11294, 10388, 12908]",12169,12170,9119,11294,10388,12908,107304,1288461
"[12170, 12169, 9119, 11294, 12908, 10388]",12170,12169,9119,11294,12908,10388,107306,1422651
"[12171, 14837, 11509, 14208, 15255, 14499]",12171,14837,11509,14208,15255,14499,107309,2184331
"[12172, 13470, 14416, 14414, 10117, 4110]",12172,13470,14416,14414,10117,4110,107334,57967
"[12173, 14052, 14219, 11504, 11509, 12669]",12173,14052,14219,11504,11509,12669,107338,2969050
"[12174, 12162, 12161, 12145, 12155, 12164]",12174,12162,12161,12145,12155,12164,107346,199905
"[12175, 5620, 9946, 14052, 15356, 14393]",12175,5620,9946,14052,15356,14393,107348,1229340
"[12176, 14912, 12526, 15480, 12322, 14649]",12176,14912,12526,15480,12322,14649,107354,2505938
"[12177, 10822, 14253, 13489, 14697, 14328]",12177,10822,14253,13489,14697,14328,107361,3003668
"[12178, 14837, 15505, 11509, 14208, 13812]",12178,14837,15505,11509,14208,13812,107406,1706620
"[12179, 15522, 15022, 13653, 13764, 11758]",12179,15522,15022,13653,13764,11758,107408,70861
"[12180, 13237, 11229, 14440, 10117, 8368]",12180,13237,11229,14440,10117,8368,107412,60584
"[12181, 4110, 6222, 3143, 13907, 13308]",12181,4110,6222,3143,13907,13308,107426,90930
"[12182, 15297, 11068, 15516, 14251, 12493]",12182,15297,11068,15516,14251,12493,107436,2345567
"[12183, 12163, 6123, 4303, 12507, 15202]",12183,12163,6123,4303,12507,15202,107445,77233
"[12184, 14499, 15356, 15255, 14657, 11509]",12184,14499,15356,15255,14657,11509,107447,2166616
"[12185, 14560, 13816, 14334, 13042, 11509]",12185,14560,13816,14334,13042,11509,107462,2458106
"[12186, 13060, 8176, 7620, 4026, 6101]",12186,13060,8176,7620,4026,6101,107477,78058
"[12187, 15009, 10757, 12890, 12089, 14210]",12187,15009,10757,12890,12089,14210,107539,2325741
"[12188, 14908, 14499, 15356, 10636, 15255]",12188,14908,14499,15356,10636,15255,107541,1906329
"[12189, 12851, 12091, 14968, 14887, 11068]",12189,12851,12091,14968,14887,11068,107543,1560671
"[12190, 6726, 9701, 8374, 9864, 14849]",12190,6726,9701,8374,9864,14849,107555,845439
"[12191, 14393, 14052, 15356, 14499, 14908]",12191,14393,14052,15356,14499,14908,107557,1663143
"[12192, 15009, 13505, 12089, 14837, 14536]",12192,15009,13505,12089,14837,14536,107559,1384927
"[12193, 14150, 14219, 12879, 15312, 12413]",12193,14150,14219,12879,15312,12413,107565,2987732
"[12194, 13085, 14908, 14393, 9517, 14052]",12194,13085,14908,14393,9517,14052,107614,2570738
"[12195, 14052, 15520, 14393, 14657, 15356]",12195,14052,15520,14393,14657,15356,107625,3194532
"[12196, 12890, 13300, 14837, 14536, 14370]",12196,12890,13300,14837,14536,14370,107627,2101473
"[12197, 14052, 15356, 14499, 14393, 15255]",12197,14052,15356,14499,14393,15255,107630,1247667
"[12198, 14301, 14697, 14157, 11037, 14171]",12198,14301,14697,14157,11037,14171,107649,1954315
"[12199, 15512, 15580, 5668, 5318, 3500]",12199,15512,15580,5668,5318,3500,107658,93543
"[12200, 14334, 12335, 15204, 14251, 14968]",12200,14334,12335,15204,14251,14968,107675,2572632
"[12201, 14594, 14425, 15074, 13836, 14593]",12201,14594,14425,15074,13836,14593,107677,1427298
"[12202, 4303, 6533, 13226, 9466, 7855]",12202,4303,6533,13226,9466,7855,107682,79117
"[12203, 14914, 12428, 15074, 14425, 14398]",12203,14914,12428,15074,14425,14398,107684,2025667
"[12204, 10487, 11267, 10793, 12352, 14565]",12204,10487,11267,10793,12352,14565,107700,1356790
"[12205, 14393, 14908, 14226, 15356, 14052]",12205,14393,14908,14226,15356,14052,107702,1661382
"[12206, 14721, 13104, 12428, 14398, 14093]",12206,14721,13104,12428,14398,14093,107704,3165608
"[12207, 13779, 13774, 10071, 15025, 9088]",12207,13779,13774,10071,15025,9088,107707,422091
"[12208, 12201, 13474, 14594, 14968, 10570]",12208,12201,13474,14594,14968,10570,107737,2369396
"[12209, 13921, 14138, 15260, 11949, 11737]",12209,13921,14138,15260,11949,11737,107743,3311384
"[12210, 14111, 14593, 14594, 14425, 12683]",12210,14111,14593,14594,14425,12683,107745,2317524
"[12211, 14393, 14052, 15356, 14499, 15255]",12211,14393,14052,15356,14499,15255,107756,1311060
"[12212, 13107, 13937, 12428, 15074, 15491]",12212,13107,13937,12428,15074,15491,107758,1509788
"[12213, 14362, 11068, 14148, 14593, 12091]",12213,14362,11068,14148,14593,12091,107769,2473682
"[12214, 13530, 15255, 14837, 14050, 14536]",12214,13530,15255,14837,14050,14536,107771,1714915
"[12215, 13758, 10793, 12352, 14565, 12400]",12215,13758,10793,12352,14565,12400,107848,1814930
"[12216, 12152, 14530, 8858, 4303, 10952]",12216,12152,14530,8858,4303,10952,107877,65163
"[12217, 14536, 12569, 14024, 15358, 14050]",12217,14536,12569,14024,15358,14050,107883,2350496
"[12218, 14208, 14837, 15009, 13601, 13004]",12218,14208,14837,15009,13601,13004,107885,1776222
"[12219, 7896, 2704, 748, 8004, 10336]",12219,7896,2704,748,8004,10336,107901,446463
"[12220, 12352, 12261, 11927, 11737, 14185]",12220,12352,12261,11927,11737,14185,107910,2113683
"[12221, 12152, 9498, 8843, 4303, 2904]",12221,12152,9498,8843,4303,2904,107914,80711
"[12222, 13847, 13570, 12526, 12089, 10981]",12222,13847,13570,12526,12089,10981,107916,2707858
"[12223, 14052, 15152, 11509, 15027, 12021]",12223,14052,15152,11509,15027,12021,107951,2295196
"[12224, 13871, 14537, 11810, 11870, 13855]",12224,13871,14537,11810,11870,13855,107953,2263944
"[12225, 9501, 15083, 15555, 13191, 13567]",12225,9501,15083,15555,13191,13567,107958,1634003
"[12226, 14593, 14594, 14425, 12858, 14968]",12226,14593,14594,14425,12858,14968,107962,2325002
"[12227, 14837, 15009, 13004, 12352, 13613]",12227,14837,15009,13004,12352,13613,107978,2331143
"[12228, 14370, 13848, 14913, 15137, 12830]",12228,14370,13848,14913,15137,12830,107980,2058107
"[12229, 14665, 13538, 14721, 9890, 12428]",12229,14665,13538,14721,9890,12428,107982,1844770
"[12230, 11176, 14649, 14908, 10579, 10479]",12230,11176,14649,14908,10579,10479,107987,1758595
"[12231, 14208, 11509, 14837, 12089, 15514]",12231,14208,11509,14837,12089,15514,107990,1618445
"[12232, 11168, 11160, 11161, 11196, 11142]",12232,11168,11160,11161,11196,11142,107999,142244
"[12233, 14657, 14052, 14641, 13504, 15098]",12233,14657,14052,14641,13504,15098,108041,2315200
"[12234, 15533, 12526, 14837, 14565, 12352]",12234,15533,12526,14837,14565,12352,108043,2370224
"[12235, 15009, 14953, 15286, 15146, 11936]",12235,15009,14953,15286,15146,11936,108054,3155604
"[12236, 4466, 14505, 14050, 6986, 15416]",12236,4466,14505,14050,6986,15416,108078,1937118
"[12237, 14593, 12858, 14425, 14232, 11396]",12237,14593,12858,14425,14232,11396,108085,2395385
"[12238, 10579, 12089, 12526, 15514, 15009]",12238,10579,12089,12526,15514,15009,108088,2112206
"[12239, 11138, 12232, 3404, 11141, 11142]",12239,11138,12232,3404,11141,11142,108090,142250
"[12240, 14333, 9948, 13912, 14244, 14450]",12240,14333,9948,13912,14244,14450,108134,416960
"[12241, 12526, 15533, 13064, 12261, 14971]",12241,12526,15533,13064,12261,14971,108143,2355540
"[12242, 14837, 11068, 13610, 13453, 11509]",12242,14837,11068,13610,13453,11509,108153,1801123
"[12243, 14580, 12557, 13464, 9966, 14499]",12243,14580,12557,13464,9966,14499,108156,1408253
"[12244, 15009, 14837, 14208, 13812, 11509]",12244,15009,14837,14208,13812,11509,108188,1205537
"[12245, 13721, 13423, 12989, 11694, 15299]",12245,13721,13423,12989,11694,15299,108190,1840309
"[12246, 15610, 15027, 14593, 11068, 14608]",12246,15610,15027,14593,11068,14608,108200,2304953
"[12247, 13847, 14904, 13570, 14221, 9861]",12247,13847,14904,13570,14221,9861,108212,2707848
"[12248, 13569, 15251, 14657, 14052, 12336]",12248,13569,15251,14657,14052,12336,108237,1723642
"[12249, 14593, 14608, 14249, 13149, 15074]",12249,14593,14608,14249,13149,15074,108243,2752758
"[12250, 6378, 15554, 15303, 14052, 14219]",12250,6378,15554,15303,14052,14219,108246,3019694
"[12251, 14593, 14425, 15074, 12858, 13067]",12251,14593,14425,15074,12858,13067,108280,1930294
"[12252, 8843, 14552, 13907, 12858, 12091]",12252,8843,14552,13907,12858,12091,108282,99578
"[12253, 11509, 15027, 15610, 13313, 14079]",12253,11509,15027,15610,13313,14079,108318,1540741
"[12254, 11229, 9811, 8495, 757, 8765]",12254,11229,9811,8495,757,8765,108342,56636
"[12255, 14593, 14425, 12858, 15627, 15074]",12255,14593,14425,12858,15627,15074,108401,1504403
"[12256, 8778, 14148, 11068, 14749, 14037]",12256,8778,14148,11068,14749,14037,108447,1734067
"[12257, 15622, 15009, 12089, 14295, 12021]",12257,15622,15009,12089,14295,12021,108488,2297063
"[12258, 14968, 14593, 13068, 13849, 14425]",12258,14968,14593,13068,13849,14425,108506,2328549
"[12259, 12621, 9911, 15083, 14052, 13688]",12259,12621,9911,15083,14052,13688,108512,1592521
"[12260, 14467, 14505, 13663, 14879, 14673]",12260,14467,14505,13663,14879,14673,108514,2178470
"[12261, 15445, 14971, 11849, 13230, 11433]",12261,15445,14971,11849,13230,11433,108516,2936174
"[12262, 10444, 12335, 13434, 10579, 11509]",12262,10444,12335,13434,10579,11509,108534,1588342
"[12263, 12533, 15120, 14050, 14505, 9563]",12263,12533,15120,14050,14505,9563,108540,1816518
"[12264, 12283, 10336, 8232, 14221, 7896]",12264,12283,10336,8232,14221,7896,108551,1302559
"[12265, 15022, 13653, 10022, 11229, 10922]",12265,15022,13653,10022,11229,10922,108566,192718
